id	group	start time	end time	duration	pressed back	attention check	age	gender	cooking enthusiast	restrictions	treatment	order	familiarity	selection	diversity	variety	similarity	easiness	confidence	amount	poster clicks	decision time	logtime	ILS	Sum (div+var+invsim)	inverse similarity
33451	('Group1=', 9, ', Group2=', 4, ', Group3=', 7, 'ComparisonGroup=', 4)	2022-02-27 00:26:42.433815	2022-02-27 00:29:30.304743	167,870928	True	2	19-25	female	2--3	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'never', 'never', 'similar', 'never', 'never', 'never']	4	5	5	5	5	5	more	0,0,0,0,0,0,0	27,403612	1,43780781	0.41	11	1
58423	('Group1=', 2, ', Group2=', 4, ', Group3=', 7, 'ComparisonGroup=', 4)	2022-02-27 01:19:43.563713	2022-02-27 01:27:56.452345	492,888632	False	2	26-35	male	1	religious	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'never', 'similar', 'never', 'never', 'similar', 'similar']	4	4	5	4	5	4	more	0,0,0,0,0,0,0	16,871363	1,22715017	0.41	11	2
30374	('Group1=', 7, ', Group2=', 9, ', Group3=', 5, 'ComparisonGroup=', 1)	2022-03-01 16:46:38.457091	2022-03-01 16:52:06.874145	328,417054	False	2	26-35	male	1	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['never', 'never', 'never', 'never', 'similar', 'never', 'never']	6	4	5	4	4	5	more	0,0,0,0,0,0,0	62,084866	1,792985748	0.41	11	2
79688	('Group1=', 7, ', Group2=', 9, ', Group3=', 5, 'ComparisonGroup=', 2)	2022-03-01 15:37:16.019175	2022-03-01 15:50:38.339356	802,320181	False	2	36-45	male	1	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'never', 'prepared', 'prepared', 'prepared', 'similar', 'never']	1	4	4	2	5	4	more	0,0,0,0,0,0,0	71,38212	1,853589442	0.41	12	4
71219	('Group1=', 7, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-01 14:51:55.194969	2022-03-01 15:05:30.394837	815,199868	False	2	26-35	male	2--3	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'never', 'similar', 'prepared', 'never', 'never', 'never']	1	4	4	4	4	3	more	0,0,0,0,0,0,0	34,604197	1,539128776	0.41	10	2
14786	('Group1=', 7, ', Group2=', 2, ', Group3=', 4, 'ComparisonGroup=', 2)	2022-03-01 15:26:34.903416	2022-03-01 15:32:50.551437	375,648021	False	2	36-45	female	>5	lactose	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'prepared', 'never', 'similar', 'similar', 'similar', 'never']	1	5	5	2	5	5	more	0,0,0,0,0,0,0	79,016934	1,897720174	0.41	14	4
90170	('Group1=', 5, ', Group2=', 7, ', Group3=', 9, 'ComparisonGroup=', 3)	2022-03-01 16:49:30.000140	2022-03-01 17:09:51.634077	1221,633937	False	2	26-35	male	4--5	vegetarian	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'prepared', 'similar', 'prepared', 'similar', 'prepared', 'prepared']	5	4	5	4	5	4	exactly	0,0,0,0,0,0,0	42,788327	1,631325306	0.41	11	2
69787	('Group1=', 8, ', Group2=', 7, ', Group3=', 1, 'ComparisonGroup=', 2)	2022-03-01 14:52:49.265884	2022-03-01 15:07:18.365887	869,100003	False	2	26-35	male	>5	vegan	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'prepared', 'never', 'similar', 'similar', 'similar', 'never']	3	4	5	4	3	4	exactly	0,0,0,0,0,0,0	356,839922	2,552473436	0.41	11	2
3100	('Group1=', 8, ', Group2=', 7, ', Group3=', 5, 'ComparisonGroup=', 2)	2022-03-01 15:34:49.773465	2022-03-01 15:42:09.062508	439,289043	False	2	36-45	female	2--3	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'never', 'similar', 'similar', 'similar', 'similar', 'never']	6	4	4	1	4	5	more	0,0,0,0,0,0,0	60,175488	1,779419621	0.41	13	5
68263	('Group1=', 9, ', Group2=', 7, ', Group3=', 5, 'ComparisonGroup=', 3)	2022-03-01 14:57:55.826553	2022-03-01 15:10:44.003338	768,176785	False	2	>65	female	4--5	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'never', 'never', 'prepared', 'never', 'similar', 'never']	2	4	4	2	2	4	more	0,0,0,0,0,0,0	77,513959	1,889379919	0.41	12	4
36041	('Group1=', 5, ', Group2=', 7, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-01 15:42:11.376100	2022-03-01 15:46:30.372600	258,9965	False	2	36-45	male	4--5	vegetarian	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'never', 'prepared', 'similar', 'never', 'similar', 'prepared']	4	4	3	3	4	5	exactly	0,0,0,0,0,0,0	29,855356	1,475022254	0.41	10	3
5854	('Group1=', 5, ', Group2=', 7, ', Group3=', 9, 'ComparisonGroup=', 3)	2022-03-01 14:52:50.038946	2022-03-01 15:06:11.679693	801,640747	False	2	56-65	male	>5	vegetarian	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'similar', 'prepared', 'prepared', 'prepared', 'prepared', 'never']	3	4	5	4	4	4	exactly	0,0,0,0,0,0,0	110,199616	2,042180081	0.41	11	2
95948	('Group1=', 9, ', Group2=', 7, ', Group3=', 4, 'ComparisonGroup=', 1)	2022-03-01 15:55:43.800510	2022-03-01 15:59:07.965801	204,165291	False	2	26-35	female	>5	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['never', 'never', 'similar', 'never', 'prepared', 'prepared', 'never']	3	5	5	5	5	4	more	0,0,0,0,0,0,0	35,440446	1,549499179	0.41	11	1
92661	('Group1=', 2, ', Group2=', 7, ', Group3=', 4, 'ComparisonGroup=', 3)	2022-03-01 15:25:26.804534	2022-03-01 15:39:23.628947	836,824413	False	2	>65	female	>5	other	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'similar', 'similar', 'similar', 'similar', 'similar', 'never']	2	4	4	2	4	4	more	1,1,1,0,0,1,1	119,814369	2,078508905	0.41	12	4
37911	('Group1=', 8, ', Group2=', 1, ', Group3=', 7, 'ComparisonGroup=', 2)	2022-03-01 15:45:03.125460	2022-03-01 15:47:57.716609	174,591149	False	2	26-35	male	>5	vegetarian	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'similar', 'never', 'similar', 'never', 'similar', 'similar']	3	3	4	5	4	4	more	0,0,0,0,0,0,0	44,566584	1,649009347	0.41	8	1
53588	('Group1=', 4, ', Group2=', 9, ', Group3=', 7, 'ComparisonGroup=', 4)	2022-03-01 15:02:00.853455	2022-03-01 15:11:03.221956	542,368501	False	2	26-35	male	2--3	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'never', 'never', 'prepared', 'never', 'never', 'never']	1	3	3	3	4	4	more	0,0,0,0,0,0,0	42,456329	1,62794244	0.41	9	3
86502	('Group1=', 1, ', Group2=', 9, ', Group3=', 7, 'ComparisonGroup=', 4)	2022-03-01 15:30:30.704021	2022-03-01 15:34:31.597616	240,893595	False	2	26-35	female	2--3	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'never', 'never', 'prepared', 'prepared', 'similar', 'never']	3	3	3	4	5	5	more	0,0,0,0,0,0,0	29,012199	1,462580648	0.41	8	2
6303	('Group1=', 5, ', Group2=', 9, ', Group3=', 7, 'ComparisonGroup=', 4)	2022-03-01 14:58:09.228084	2022-03-01 15:05:16.634181	427,406097	False	2	36-45	male	>5	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'similar', 'never', 'similar', 'never', 'never', 'never']	5	3	3	4	4	4	more	0,0,0,0,0,0,0	58,429338	1,766630966	0.41	8	2
89447	('Group1=', 1, ', Group2=', 9, ', Group3=', 7, 'ComparisonGroup=', 2)	2022-03-01 15:22:56.771700	2022-03-01 15:31:41.445740	524,67404	False	2	26-35	male	4--5	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'prepared', 'never', 'similar', 'never', 'prepared', 'never']	5	5	4	2	5	5	more	0,0,0,0,0,0,0	34,592919	1,53898721	0.41	13	4
62240	('Group1=', 4, ', Group2=', 8, ', Group3=', 7, 'ComparisonGroup=', 3)	2022-03-01 16:38:14.214541	2022-03-01 16:47:14.793102	540,578561	False	2	46-55	female	1	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'never', 'never', 'prepared', 'similar', 'never', 'never']	1	3	4	4	3	5	exactly	0,0,0,0,0,0,0	55,879166	1,747249916	0.41	9	2
12604	('Group1=', 4, ', Group2=', 2, ', Group3=', 7, 'ComparisonGroup=', 2)	2022-03-01 14:55:59.858359	2022-03-01 15:49:05.666031	3185,807672	False	2	36-45	female	4--5	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'prepared', 'similar', 'similar', 'similar', 'similar', 'similar']	7	5	5	4	4	5	more	0,0,0,0,0,0,0	66,745137	1,824419629	0.41	12	2
56135	('Group1=', 8, ', Group2=', 4, ', Group3=', 7, 'ComparisonGroup=', 1)	2022-03-01 17:49:06.705157	2022-03-01 17:52:19.738329	193,033172	False	2	19-25	male	>5	vegetarian	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['never', 'never', 'similar', 'never', 'similar', 'similar', 'never']	5	5	5	5	5	5	exactly	0,0,0,0,0,0,0	20,621981	1,314330382	0.41	11	1
15665	('Group1=', 7, ', Group2=', 5, ', Group3=', 2, 'ComparisonGroup=', 4)	2022-03-03 15:29:31.561808	2022-03-03 15:34:09.880846	278,319038	False	2	36-45	male	4--5	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'never', 'never', 'similar', 'never', 'prepared', 'never']	4	4	4	4	4	4	exactly	0,0,0,0,0,0,0	55,254859	1,742370475	0.41	10	2
19894	('Group1=', 7, ', Group2=', 1, ', Group3=', 9, 'ComparisonGroup=', 3)	2022-03-03 16:36:31.033913	2022-03-03 16:40:01.704868	210,670955	False	2	26-35	male	4--5	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'similar', 'similar', 'similar', 'similar', 'never', 'never']	5	4	4	3	5	5	more	0,0,0,0,0,0,0	47,091155	1,672939342	0.41	11	3
20223	('Group1=', 7, ', Group2=', 9, ', Group3=', 4, 'ComparisonGroup=', 2)	2022-03-03 14:59:09.673455	2022-03-03 15:12:12.620614	782,947159	False	2	46-55	male	>5	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'similar', 'similar', 'prepared', 'similar', 'prepared', 'prepared']	5	2	2	3	4	4	more	0,0,0,0,0,0,0	122,53794	2,088270575	0.41	7	3
1323	('Group1=', 7, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-03 14:47:52.276232	2022-03-03 14:58:40.113490	647,837258	False	2	36-45	male	4--5	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'never', 'never', 'prepared', 'similar', 'never', 'never']	1	5	5	1	5	5	more	0,0,0,0,0,0,0	47,02543	1,672332775	0.41	15	5
32398	('Group1=', 7, ', Group2=', 5, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-03 15:04:33.148949	2022-03-03 15:16:44.338740	731,189791	False	2	36-45	female	>5	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'never', 'similar', 'similar', 'never', 'similar', 'never']	3	5	5	2	4	4	more	1,2,1,1,1,1,1	227,404508	2,35679907	0.41	14	4
5027	('Group1=', 7, ', Group2=', 9, ', Group3=', 1, 'ComparisonGroup=', 4)	2022-03-03 14:41:17.890593	2022-03-03 14:53:06.111755	708,221162	False	2	36-45	male	>5	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'similar', 'prepared', 'similar', 'similar', 'similar', 'similar']	2	5	5	5	5	5	more	0,0,0,0,0,0,0	321,326019	2,506945893	0.41	11	1
66522	('Group1=', 7, ', Group2=', 5, ', Group3=', 9, 'ComparisonGroup=', 3)	2022-03-03 14:37:03.450832	2022-03-03 14:44:51.217712	467,76688	False	2	19-25	male	2--3	vegan	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'similar', 'never', 'prepared', 'similar', 'prepared', 'prepared']	3	5	5	4	4	4	more	0,0,0,0,0,0,0	92,272822	1,965073803	0.41	12	2
31597	('Group1=', 7, ', Group2=', 9, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-03 15:37:00.065018	2022-03-03 15:46:51.673824	591,608806	False	2	26-35	female	2--3	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'similar', 'similar', 'similar', 'never', 'similar', 'never']	7	4	4	2	5	5	more	1,1,1,1,1,1,1	172,652475	2,237172808	0.41	12	4
40997	('Group1=', 7, ', Group2=', 1, ', Group3=', 9, 'ComparisonGroup=', 4)	2022-03-03 14:38:05.779883	2022-03-03 14:43:24.861838	319,081955	False	2	36-45	female	>5	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'similar', 'similar', 'similar', 'similar', 'never', 'never']	2	5	5	1	5	5	more	0,0,0,0,0,0,0	55,526929	1,744503655	0.41	15	5
14180	('Group1=', 7, ', Group2=', 5, ', Group3=', 8, 'ComparisonGroup=', 2)	2022-03-03 15:59:18.553951	2022-03-03 16:03:44.739354	266,185403	False	2	36-45	female	<1	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'never', 'never', 'prepared', 'never', 'similar', 'never']	3	5	5	1	4	4	more	0,0,0,0,0,0,0	54,043876	1,732746489	0.41	15	5
47897	('Group1=', 7, ', Group2=', 5, ', Group3=', 9, 'ComparisonGroup=', 3)	2022-03-03 14:39:33.550296	2022-03-03 14:42:41.562148	188,011852	False	2	46-55	male	2--3	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'prepared', 'prepared', 'prepared', 'prepared', 'prepared', 'prepared']	1	5	5	3	4	5	more	0,0,0,0,0,0,0	48,74601	1,687939073	0.41	13	3
81791	('Group1=', 7, ', Group2=', 5, ', Group3=', 8, 'ComparisonGroup=', 2)	2022-03-03 15:45:54.277892	2022-03-03 16:01:22.895992	928,6181	False	2	36-45	female	>5	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'similar', 'never', 'similar', 'never', 'never', 'never']	2	4	4	2	5	5	more	1,1,1,2,4,1,1	235,385869	2,371780387	0.41	12	4
10671	('Group1=', 7, ', Group2=', 5, ', Group3=', 8, 'ComparisonGroup=', 2)	2022-03-03 16:28:59.693967	2022-03-03 16:32:28.279441	208,585474	False	2	36-45	male	>5	vegetarian	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['never', 'similar', 'prepared', 'similar', 'never', 'prepared', 'similar']	6	3	4	4	5	4	more	0,0,0,0,0,0,0	29,793854	1,474126685	0.41	9	2
70079	('Group1=', 7, ', Group2=', 4, ', Group3=', 9, 'ComparisonGroup=', 3)	2022-03-03 15:07:57.496412	2022-03-03 15:14:32.082481	394,586069	False	2	19-25	male	>5	vegetarian	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'never', 'never', 'similar', 'never', 'never', 'never']	2	4	5	4	4	5	more	0,0,0,0,0,0,0	42,246744	1,625793243	0.41	11	2
14376	('Group1=', 7, ', Group2=', 5, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-03 15:00:58.512445	2022-03-03 15:14:19.397049	800,884604	False	2	26-35	female	>5	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'similar', 'prepared', 'prepared', 'never', 'never', 'never']	1	4	4	3	3	4	more	0,0,0,0,0,0,0	380,000998	2,579784737	0.41	11	3
85648	('Group1=', 7, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-03 16:05:36.498668	2022-03-03 16:11:25.027505	348,528837	False	2	36-45	not disclose	<1	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['never', 'never', 'never', 'similar', 'never', 'never', 'never']	4	4	4	2	4	4	more	0,0,0,0,0,0,0	65,511922	1,816320341	0.41	12	4
9561	('Group1=', 7, ', Group2=', 9, ', Group3=', 5, 'ComparisonGroup=', 1)	2022-03-03 14:40:44.711146	2022-03-03 15:01:57.403008	1272,691862	False	2	26-35	female	4--5	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'similar', 'never', 'similar', 'similar', 'never', 'never']	2	4	5	4	4	5	more	0,0,0,0,0,0,0	160,37269	2,205130414	0.41	11	2
80866	('Group1=', 7, ', Group2=', 8, ', Group3=', 5, 'ComparisonGroup=', 3)	2022-03-03 14:46:38.402489	2022-03-03 15:02:42.360683	963,958194	False	2	36-45	female	4--5	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['similar', 'never', 'never', 'similar', 'similar', 'similar', 'never']	3	4	4	2	2	4	more	1,1,2,1,1,1,1	207,591662	2,317209906	0.41	12	4
66804	('Group1=', 4, ', Group2=', 7, ', Group3=', 9, 'ComparisonGroup=', 1)	2022-03-03 15:36:01.462595	2022-03-03 15:42:24.385674	382,923079	False	2	46-55	female	2--3	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'similar', 'never', 'prepared', 'never', 'prepared', 'never']	3	4	4	2	5	5	more	0,0,0,0,0,0,0	62,58605	1,796477543	0.41	12	4
89235	('Group1=', 5, ', Group2=', 7, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-03 14:43:30.222693	2022-03-03 14:48:23.408559	293,185866	False	2	19-25	male	2--3	vegetarian	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'never', 'never', 'prepared', 'never', 'never', 'never']	4	5	5	3	4	5	more	0,0,0,0,0,0,0	37,230303	1,570896571	0.41	13	3
57823	('Group1=', 1, ', Group2=', 7, ', Group3=', 8, 'ComparisonGroup=', 1)	2022-03-03 15:40:44.313005	2022-03-03 15:47:28.206188	403,893183	False	2	26-35	female	2--3	lactose	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'never', 'similar', 'prepared', 'prepared', 'similar', 'never']	3	4	4	2	5	5	more	0,0,0,0,0,0,0	34,961025	1,543584157	0.41	12	4
51974	('Group1=', 1, ', Group2=', 7, ', Group3=', 9, 'ComparisonGroup=', 3)	2022-03-03 14:35:45.521539	2022-03-03 14:43:05.660838	440,139299	False	2	36-45	male	>5	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	Fluffy Pancakes, Broiled Tilapia Parmesan, Orzo with Parmesan and Basil, Award Winning Soft Chocolate Chip Cookies, Delicious Ham and Potato Soup, Banana Crumb MuffinsCranberry Pistachio Biscotti	['prepared', 'never', 'never', 'similar', 'prepared', 'similar', 'never']	2	5	5	1	5	4	more	0,0,0,0,0,0,0	50,186692	1,700588571	0.41	15	5
